Model_Type,Num_Features,Features_Used,Pickle_File,Val_Accuracy,Val_F1,Val_Precision,Val_Recall,Test_Accuracy,Test_F1,Test_Precision,Test_Recall
Simple_LR_No_Weights,7,burstiness | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_swg_svd_vgd_d3784738.pkl,0.5668,0.500461,0.590959,0.434,0.775385,0.759332,0.868297,0.674667
Simple_LR_No_Weights,4,dependency_tree_depth | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_dtd_fwa_swg_vgd_8ac2a521.pkl,0.5714,0.50035,0.599776,0.4292,0.823996,0.824621,0.865012,0.787833
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | clause_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_sld_swg_0807f5da.pkl,0.5742,0.499883,0.605578,0.4256,0.809728,0.804039,0.875695,0.743222
Simple_LR_No_Weights,4,burstiness | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_swg_vgd_b5c313eb.pkl,0.5624,0.498625,0.583691,0.4352,0.819678,0.818171,0.869652,0.772444
Simple_LR_No_Weights,6,sentence_length_deviation | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_lex_sld_swg_vgd_5fb5f590.pkl,0.5742,0.497285,0.606916,0.4212,0.796248,0.796254,0.838505,0.758056
Simple_LR_No_Weights,5,sentence_length_deviation | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_fwa_lex_sld_swg_vgd_a83c0b18.pkl,0.5752,0.497159,0.609049,0.42,0.797473,0.797915,0.838258,0.761278
Simple_LR_No_Weights,6,burstiness | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_swg_vgd_f3d2d6bf.pkl,0.5724,0.495992,0.603904,0.4208,0.824288,0.814605,0.913548,0.735
Simple_LR_No_Weights,4,sentence_length_deviation | clause_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_sld_swg_7ee84454.pkl,0.569,0.494487,0.597845,0.4216,0.809786,0.804311,0.874878,0.744278
Simple_LR_No_Weights,6,burstiness | dependency_tree_depth | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_swg_svd_e6b93a7f.pkl,0.5644,0.494429,0.589049,0.426,0.764793,0.735748,0.897401,0.623444
Simple_LR_No_Weights,5,burstiness | clause_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_fwa_swg_svd_82582ed0.pkl,0.5596,0.493793,0.580541,0.4296,0.761,0.727973,0.904962,0.608889
Simple_LR_No_Weights,6,burstiness | dependency_tree_depth | clause_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_swg_svd_6f0ff679.pkl,0.5634,0.490311,0.588895,0.42,0.75105,0.703729,0.938415,0.562944
Simple_LR_No_Weights,5,burstiness | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_fwa_lex_swg_svd_d79a7780.pkl,0.5586,0.488528,0.580716,0.4216,0.75709,0.726034,0.89053,0.612833
Simple_LR_No_Weights,5,sentence_length_deviation | dependency_tree_depth | clause_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_dtd_fwa_sld_swg_2c05dedf.pkl,0.5712,0.488305,0.605325,0.4092,0.82528,0.818171,0.902223,0.748444
Simple_LR_No_Weights,6,burstiness | dependency_tree_depth | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_swg_vgd_753d2629.pkl,0.5614,0.487018,0.586479,0.4164,0.820145,0.823866,0.8482,0.800889
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_sld_swg_bb82f969.pkl,0.57,0.486874,0.60355,0.408,0.824901,0.817638,0.902462,0.747389
Simple_LR_No_Weights,5,burstiness | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_swg_vgd_9e840bff.pkl,0.5564,0.486574,0.577473,0.4204,0.806168,0.79755,0.883346,0.726944
Simple_LR_No_Weights,5,dependency_tree_depth | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_dtd_fwa_lex_swg_vgd_3fd60ed8.pkl,0.558,0.484608,0.581096,0.4156,0.804388,0.804114,0.848126,0.764444
Simple_LR_No_Weights,6,burstiness | clause_density | lexical_density | stopword_gradient | subject_verb_distance | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_swg_svd_8a12e977.pkl,0.5526,0.481095,0.572612,0.4148,0.748278,0.710396,0.897532,0.587833
Simple_LR_No_Weights,4,burstiness | dependency_tree_depth | clause_density | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_c6d0f59d.pkl,0.5456,0.480567,0.560832,0.4204,0.802113,0.774968,0.962102,0.648778
Simple_LR_No_Weights,5,burstiness | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_lex_swg_vgd_5eb61a88.pkl,0.5538,0.480559,0.57493,0.4128,0.806402,0.80441,0.856874,0.758
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | dependency_tree_depth | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_sld_swg_aed9b24c.pkl,0.5652,0.478907,0.597488,0.3996,0.8132,0.80682,0.883025,0.742722
Simple_LR_No_Weights,5,burstiness | dependency_tree_depth | clause_density | lexical_density | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_72dba518.pkl,0.5446,0.478111,0.55985,0.4172,0.80042,0.772516,0.96238,0.645222
Simple_LR_No_Weights,7,burstiness | dependency_tree_depth | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_swg_vgd_9ccdc038.pkl,0.559,0.475874,0.586409,0.4004,0.809728,0.798778,0.898383,0.719056
Simple_LR_No_Weights,5,dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_cld_dtd_fwa_swg_vgd_d21d442a.pkl,0.5634,0.474103,0.596002,0.3936,0.789595,0.764539,0.927287,0.650389
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | stopword_gradient,lr_models/lr_bur_cld_dtd_sld_swg_0db8149c.pkl,0.5644,0.473913,0.598171,0.3924,0.773168,0.762161,0.848155,0.692
Simple_LR_No_Weights,6,burstiness | sentence_length_deviation | clause_density | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_sld_swg_e39a2c06.pkl,0.558,0.472805,0.585697,0.3964,0.797502,0.790307,0.866322,0.726556
Simple_LR_No_Weights,4,sentence_length_deviation | dependency_tree_depth | clause_density | stopword_gradient,lr_models/lr_cld_dtd_sld_swg_af19cfb4.pkl,0.5626,0.472631,0.595021,0.392,0.775998,0.765495,0.850241,0.696111
Simple_LR_No_Weights,5,sentence_length_deviation | dependency_tree_depth | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_dtd_fwa_lex_sld_swg_df9bddf6.pkl,0.5602,0.472535,0.590174,0.394,0.815564,0.809545,0.884456,0.746333
Simple_LR_No_Weights,4,verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_fwa_lex_swg_vgd_a098b5f7.pkl,0.5536,0.47234,0.577457,0.3996,0.798232,0.790245,0.870315,0.723667
Simple_LR_No_Weights,5,burstiness | sentence_length_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_lex_sld_swg_c04b6922.pkl,0.5566,0.470504,0.583877,0.394,0.793826,0.785163,0.867159,0.717333
Simple_LR_No_Weights,5,sentence_length_deviation | clause_density | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_lex_sld_swg_150f9f08.pkl,0.5564,0.469885,0.583729,0.3932,0.798845,0.791558,0.868383,0.727222
Simple_LR_No_Weights,7,burstiness | sentence_length_deviation | dependency_tree_depth | clause_density | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_sld_swg_0d2c514f.pkl,0.5572,0.468044,0.586041,0.3896,0.808036,0.79837,0.890355,0.723611
Simple_LR_No_Weights,6,burstiness | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_swg_vgd_9b1f7e95.pkl,0.544,0.467787,0.561659,0.4008,0.798173,0.789584,0.872588,0.721
Simple_LR_No_Weights,6,sentence_length_deviation | dependency_tree_depth | clause_density | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_dtd_fwa_lex_sld_swg_63e358db.pkl,0.5554,0.46601,0.583283,0.388,0.810224,0.800821,0.892248,0.726389
Simple_LR_No_Weights,4,sentence_length_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_fwa_lex_sld_swg_8a611830.pkl,0.5534,0.465662,0.579512,0.3892,0.796364,0.787866,0.869857,0.72
Simple_LR_No_Weights,6,dependency_tree_depth | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_dtd_fwa_lex_swg_vgd_4691b45e.pkl,0.5572,0.465476,0.587089,0.3856,0.775619,0.746087,0.919583,0.627667
Simple_LR_No_Weights,5,burstiness | dependency_tree_depth | clause_density | verb_gap_deviation | stopword_gradient,lr_models/lr_bur_cld_dtd_swg_vgd_a5ed5105.pkl,0.557,0.46355,0.587477,0.3828,0.753852,0.730823,0.858471,0.636222
Simple_LR_No_Weights,4,clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_swg_vgd_24a3a907.pkl,0.5498,0.460321,0.574506,0.384,0.778274,0.755305,0.898353,0.651556
Simple_LR_No_Weights,5,clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_lex_swg_vgd_9cc83136.pkl,0.5452,0.454415,0.567746,0.3788,0.77203,0.747487,0.893594,0.642444
Simple_LR_No_Weights,4,burstiness | dependency_tree_depth | stopword_gradient | function_word_adjacency,lr_models/lr_bur_dtd_fwa_swg_8dd37932.pkl,0.531,0.44966,0.544009,0.3832,0.824434,0.814753,0.913749,0.735111
Simple_LR_No_Weights,4,burstiness | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_lex_swg_3175643b.pkl,0.521,0.436073,0.530052,0.3704,0.803513,0.788638,0.906421,0.697944
Simple_LR_No_Weights,5,burstiness | dependency_tree_depth | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_dtd_fwa_lex_swg_5bb7baaf.pkl,0.5228,0.4354,0.533024,0.368,0.815418,0.803161,0.912859,0.717
Simple_LR_No_Weights,4,burstiness | clause_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_swg_283b297e.pkl,0.5168,0.433662,0.523783,0.37,0.795518,0.774503,0.920248,0.668611
Simple_LR_No_Weights,5,burstiness | clause_density | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_lex_swg_b75b9532.pkl,0.5154,0.428942,0.522088,0.364,0.790295,0.767869,0.917136,0.660389
Simple_LR_No_Weights,5,burstiness | dependency_tree_depth | clause_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_swg_96095adc.pkl,0.5182,0.423546,0.527099,0.354,0.795547,0.768815,0.946543,0.647278
Simple_LR_No_Weights,6,burstiness | dependency_tree_depth | clause_density | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_dtd_fwa_lex_swg_c10ce454.pkl,0.5136,0.419293,0.520142,0.3512,0.788953,0.759757,0.94466,0.635389
Simple_LR_No_Weights,4,dependency_tree_depth | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_dtd_fwa_lex_swg_d6a76b32.pkl,0.5084,0.403688,0.512947,0.3328,0.770279,0.7307,0.95069,0.593389
Simple_LR_No_Weights,8,burstiness | dependency_tree_depth | hapax_legomena_ratio | clause_density | verb_gap_deviation | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cld_cur_dtd_fwa_hlr_swg_vgd_1c6a70bb.pkl,0.3978,0.058768,0.134478,0.0376,0.748512,0.735134,0.822571,0.6645
Simple_LR_No_Weights,8,sentence_length_deviation | dependency_tree_depth | hapax_legomena_ratio | clause_density | verb_gap_deviation | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_cld_cur_dtd_fwa_hlr_sld_swg_vgd_fc362c40.pkl,0.415,0.056147,0.145242,0.0348,0.747403,0.744789,0.793417,0.701778
Simple_LR_No_Weights,7,sentence_length_deviation | hapax_legomena_ratio | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_hlr_lex_sld_swg_vgd_b612a870.pkl,0.4066,0.049343,0.123994,0.0308,0.746061,0.74833,0.780351,0.718833
Simple_LR_No_Weights,6,sentence_length_deviation | hapax_legomena_ratio | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_fwa_hlr_lex_sld_swg_vgd_5e60b3f3.pkl,0.4058,0.046228,0.117073,0.0288,0.746528,0.748137,0.782366,0.716778
Simple_LR_No_Weights,4,sentence_length_deviation | hapax_legomena_ratio | verb_gap_deviation | function_word_adjacency,lr_models/lr_fwa_hlr_sld_vgd_46896dde.pkl,0.4056,0.043758,0.111842,0.0272,0.746294,0.747363,0.783395,0.7145
Simple_LR_No_Weights,8,sentence_length_deviation | hapax_legomena_ratio | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_cld_cur_fwa_hlr_lex_sld_swg_vgd_a5f8d718.pkl,0.4044,0.043674,0.110749,0.0272,0.749212,0.751021,0.784638,0.720167
Simple_LR_No_Weights,7,sentence_length_deviation | hapax_legomena_ratio | verb_gap_deviation | lexical_density | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_cur_fwa_hlr_lex_sld_swg_vgd_afa105fa.pkl,0.404,0.043031,0.109121,0.0268,0.749621,0.750994,0.7861,0.718889
Simple_LR_No_Weights,7,sentence_length_deviation | hapax_legomena_ratio | clause_density | verb_gap_deviation | lexical_density | content_unique_ratio | function_word_adjacency,lr_models/lr_cld_cur_fwa_hlr_lex_sld_vgd_32fc2be3.pkl,0.4064,0.040724,0.106061,0.0252,0.747374,0.748504,0.784366,0.715778
Simple_LR_No_Weights,6,sentence_length_deviation | hapax_legomena_ratio | verb_gap_deviation | lexical_density | content_unique_ratio | function_word_adjacency,lr_models/lr_cur_fwa_hlr_lex_sld_vgd_2efce22b.pkl,0.4062,0.040711,0.105882,0.0252,0.748541,0.748907,0.787404,0.714
Simple_LR_No_Weights,5,sentence_length_deviation | hapax_legomena_ratio | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_fwa_hlr_sld_swg_vgd_67ab3d90.pkl,0.404,0.039948,0.102649,0.0248,0.750729,0.752842,0.785451,0.722833
Simple_LR_No_Weights,6,sentence_length_deviation | hapax_legomena_ratio | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_cld_fwa_hlr_sld_swg_vgd_dc770355.pkl,0.404,0.039948,0.102649,0.0248,0.750525,0.75269,0.785119,0.722833
Simple_LR_No_Weights,7,burstiness | hapax_legomena_ratio | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_hlr_lex_swg_vgd_cee6c9cf.pkl,0.383,0.039838,0.089762,0.0256,0.752714,0.747339,0.806408,0.696333
Simple_LR_No_Weights,6,burstiness | hapax_legomena_ratio | verb_gap_deviation | lexical_density | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_hlr_lex_swg_vgd_2a2a73ba.pkl,0.3848,0.038149,0.087393,0.0244,0.74609,0.746283,0.78525,0.711
Simple_LR_No_Weights,5,sentence_length_deviation | hapax_legomena_ratio | verb_gap_deviation | content_unique_ratio | function_word_adjacency,lr_models/lr_cur_fwa_hlr_sld_vgd_50e9fed1.pkl,0.406,0.036965,0.097603,0.0228,0.750759,0.75102,0.78998,0.715722
Simple_LR_No_Weights,6,sentence_length_deviation | hapax_legomena_ratio | clause_density | verb_gap_deviation | content_unique_ratio | function_word_adjacency,lr_models/lr_cld_cur_fwa_hlr_sld_vgd_5021326f.pkl,0.406,0.036965,0.097603,0.0228,0.750292,0.751134,0.788077,0.7175
Simple_LR_No_Weights,6,burstiness | hapax_legomena_ratio | clause_density | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_cld_fwa_hlr_swg_vgd_febb07cc.pkl,0.3822,0.036795,0.083451,0.0236,0.753064,0.747802,0.806518,0.697056
Simple_LR_No_Weights,5,burstiness | hapax_legomena_ratio | clause_density | verb_gap_deviation | function_word_adjacency,lr_models/lr_bur_cld_fwa_hlr_vgd_e4f34527.pkl,0.3844,0.036318,0.083573,0.0232,0.750554,0.744768,0.804969,0.692944
Simple_LR_No_Weights,6,burstiness | hapax_legomena_ratio | clause_density | verb_gap_deviation | lexical_density | function_word_adjacency,lr_models/lr_bur_cld_fwa_hlr_lex_vgd_ae3200f5.pkl,0.3838,0.036284,0.083214,0.0232,0.750963,0.745171,0.805461,0.693278
Simple_LR_No_Weights,7,burstiness | hapax_legomena_ratio | clause_density | verb_gap_deviation | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cld_cur_fwa_hlr_swg_vgd_1d9be9e1.pkl,0.38,0.034869,0.078652,0.0224,0.758608,0.752609,0.814973,0.699111
Simple_LR_No_Weights,6,sentence_length_deviation | hapax_legomena_ratio | verb_gap_deviation | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_cur_fwa_hlr_sld_swg_vgd_9d56c81e.pkl,0.4028,0.034282,0.089527,0.0212,0.755281,0.756595,0.792064,0.724167
Simple_LR_No_Weights,5,burstiness | hapax_legomena_ratio | verb_gap_deviation | stopword_gradient | function_word_adjacency,lr_models/lr_bur_fwa_hlr_swg_vgd_f228faa5.pkl,0.384,0.033877,0.078488,0.0216,0.748337,0.748638,0.787348,0.713556
Simple_LR_No_Weights,6,burstiness | hapax_legomena_ratio | clause_density | verb_gap_deviation | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cld_cur_fwa_hlr_vgd_4499f5bb.pkl,0.3818,0.033761,0.077253,0.0216,0.754989,0.748751,0.811361,0.695111
Simple_LR_No_Weights,7,sentence_length_deviation | hapax_legomena_ratio | clause_density | verb_gap_deviation | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_cld_cur_fwa_hlr_sld_swg_vgd_99a34ba3.pkl,0.403,0.033668,0.088285,0.0208,0.755427,0.756959,0.791667,0.725167
Simple_LR_No_Weights,8,burstiness | hapax_legomena_ratio | clause_density | verb_gap_deviation | lexical_density | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cld_cur_fwa_hlr_lex_swg_vgd_c55afde8.pkl,0.38,0.033666,0.076271,0.0216,0.758695,0.752706,0.81505,0.699222
Simple_LR_No_Weights,7,sentence_length_deviation | hapax_legomena_ratio | clause_density | lexical_density | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_cld_cur_fwa_hlr_lex_sld_swg_709a81dc.pkl,0.3978,0.033387,0.084553,0.0208,0.747199,0.743562,0.795705,0.697833
Simple_LR_No_Weights,6,sentence_length_deviation | hapax_legomena_ratio | lexical_density | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_cur_fwa_hlr_lex_sld_swg_e0696278.pkl,0.3974,0.032745,0.082927,0.0204,0.746528,0.739871,0.802468,0.686333
Simple_LR_No_Weights,5,burstiness | hapax_legomena_ratio | verb_gap_deviation | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cur_fwa_hlr_vgd_4d176c77.pkl,0.3816,0.031935,0.073487,0.0204,0.7507,0.749883,0.792574,0.711556
Simple_LR_No_Weights,7,burstiness | hapax_legomena_ratio | clause_density | verb_gap_deviation | lexical_density | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cld_cur_fwa_hlr_lex_vgd_95172b1b.pkl,0.3804,0.03127,0.071633,0.02,0.756419,0.750389,0.812484,0.697111
Simple_LR_No_Weights,6,sentence_length_deviation | hapax_legomena_ratio | clause_density | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_cld_cur_fwa_hlr_sld_swg_959f26d0.pkl,0.3974,0.030878,0.078818,0.0192,0.749387,0.74591,0.79776,0.700389
Simple_LR_No_Weights,5,sentence_length_deviation | hapax_legomena_ratio | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_cur_fwa_hlr_sld_swg_9f7ac381.pkl,0.3964,0.030829,0.078176,0.0192,0.747141,0.74057,0.802973,0.687167
Simple_LR_No_Weights,7,burstiness | hapax_legomena_ratio | verb_gap_deviation | lexical_density | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cur_fwa_hlr_lex_swg_vgd_af2a6394.pkl,0.3784,0.02875,0.065714,0.0184,0.753706,0.753511,0.794214,0.716778
Simple_LR_No_Weights,6,burstiness | hapax_legomena_ratio | verb_gap_deviation | lexical_density | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cur_fwa_hlr_lex_vgd_51331b7b.pkl,0.3808,0.028249,0.065598,0.018,0.751634,0.750805,0.793601,0.712389
Simple_LR_No_Weights,6,burstiness | hapax_legomena_ratio | verb_gap_deviation | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cur_fwa_hlr_swg_vgd_6011389f.pkl,0.3788,0.02816,0.064655,0.018,0.753939,0.753788,0.794351,0.717167
Simple_LR_No_Weights,7,burstiness | hapax_legomena_ratio | clause_density | lexical_density | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cld_cur_fwa_hlr_lex_swg_b76f7f23.pkl,0.3682,0.022284,0.049248,0.0144,0.749796,0.732006,0.836679,0.650611
Simple_LR_No_Weights,6,burstiness | hapax_legomena_ratio | lexical_density | stopword_gradient | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cur_fwa_hlr_lex_swg_ab0371d2.pkl,0.3692,0.021712,0.048343,0.014,0.750321,0.737169,0.824346,0.666667
Simple_LR_No_Weights,6,burstiness | hapax_legomena_ratio | clause_density | lexical_density | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cld_cur_fwa_hlr_lex_6dbd5257.pkl,0.3664,0.016149,0.036111,0.0104,0.749737,0.730935,0.839519,0.647222
Simple_LR_No_Weights,5,burstiness | hapax_legomena_ratio | lexical_density | content_unique_ratio | function_word_adjacency,lr_models/lr_bur_cur_fwa_hlr_lex_43a30d18.pkl,0.3658,0.016134,0.035961,0.0104,0.749679,0.735339,0.826778,0.662111
